#schema_version: 1
Quantity,Name,Simple Name,Set,Set Code,Card Number,Language,Finish,Rarity,TCGPlayer Product ID,TCGPlayer SKU,TCGPlayer Price Each,TCGPlayer Fetch Date,Booster,Frame Effects,Full Art?,Promo Types,Set Type,Color Indicator,Mana Cost,Type Line,Oracle Text,Colors,Oracle ID,Layout,Arena ID,MTGO ID,Multiverse IDs,cardmarket ID,Scryfall ID,Defense,Loyalty,Power,Toughness,CMC,Color Identity,EDHREC Rank,Keywords,Penny Rank,Produced Mana,Reprint?,Reserved?,Standard Legal?,Future Legal?,Historic Legal?,Timeless Legal?,Gladiator Legal?,Pioneer Legal?,Explorer Legal?,Modern Legal?,Legacy Legal?,Pauper Legal?,Vintage Legal?,Penny Legal?,Commander Legal?,Oathbreaker Legal?,Brawl Legal?,Historic Brawl Legal?,Alchemy Legal?,Pauper Commander Legal?,Duel Legal?,Old School Legal?,Premodern Legal?,PreDH Legal?,Scryfall Fetch Date
2,"Spark Spray","Spark Spray","Dominaria Remastered",DMR,141,English,normal,Common,457152,6792286,0.03,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{R},Instant,"Spark Spray deals 1 damage to any target.; Cycling {R} ({R}, Discard this card: Draw a card.)",R,C37F1921-7AC3-4185-8579-1DFDFE647EA2,normal,,107771,"599015",688518,22844A75-7064-4108-921F-6A590AA2E71C,,,,,1,R,14154,"Cycling",904,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Solar Blast","Solar Blast","Dominaria Remastered",DMR,140,English,normal,Common,463494,6846316,0.02,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{3}{R},Instant,"Solar Blast deals 3 damage to any target.; Cycling {1}{R}{R} ({1}{R}{R}, Discard this card: Draw a card.); When you cycle Solar Blast, you may have it deal 1 damage to any target.",R,ECE3E379-C586-48BD-8742-472B5DECCC35,normal,,107769,"599014",688729,87202A72-72AA-46D3-BA16-10A180276905,,,,,4,R,18635,"Cycling",8061,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Fire // Ice","Fire","Dominaria Remastered",DMR,215,English,normal,Uncommon,457193,6795376,0.16,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{R} // {1}{U},Instant // Instant,"Fire deals 2 damage divided as you choose among one or two targets. // Tap target permanent.; Draw a card.",,AE92942B-919C-4EA9-B693-85FCEF765D5A,split,,107951,"599089",688401,18303862-4726-4136-814F-157AA7006579,,,,,4,,8971,"",502,,true,,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Chainer's Edict","Chainer's Edict","Dominaria Remastered",DMR,78,English,normal,Uncommon,457110,6789205,0.44,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{B},Sorcery,"Target player sacrifices a creature.; Flashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",B,7975CB9D-D37E-44F8-9614-86D2AD453C35,normal,,107645,"598952",688362,8C204471-D908-4A08-83E4-CF38999FA80F,,,,,2,B,11370,"Flashback",,,true,false,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Urborg Syphon-Mage","Urborg Syphon-Mage","Dominaria Remastered",DMR,106,English,normal,Common,457617,6808811,0.03,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{2}{B},Creature — Human Spellshaper,"{2}{B}, {T}, Discard a card: Each other player loses 2 life. You gain life equal to the life lost this way.",B,D6608EFE-B014-4B4D-A995-0BE5047567C5,normal,,107701,"598980",688712,CF857D76-F2CA-4323-9611-CB20B9615202,,,2,2,3,B,15889,"",,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,not_legal,legal,2024-01-15T23:35:28-09:00
1,"Fireblast (Retro Frame)","Fireblast","Dominaria Remastered",DMR,319,English,normal,Uncommon,465221,6856391,0.21,2024-01-15T15:25:10-09:00,false,"",false,"boosterfun",masters,,{4}{R}{R},Instant,"You may sacrifice two Mountains rather than pay this spell's mana cost.; Fireblast deals 4 damage to any target.",R,9DD7F27A-E862-47D7-9158-034CF4D353B8,normal,,107323,"601388",,7D80D765-70BF-4EB5-AE55-FE459E96CAF8,,,,,6,R,13289,"",,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Dralnu's Crusade","Dralnu's Crusade","Dominaria Remastered",DMR,189,English,normal,Uncommon,457131,6790656,0.03,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{B}{R},Enchantment,"All Goblins get +1/+1.; All Goblins are black and are Zombies in addition to their other creature types.",BR,FF48CF80-4950-4AE4-9F7C-8D826B2F26F7,normal,,107867,"599063",688383,844976C7-C8F7-435A-9BD4-1FEA3C635030,,,,,3,BR,16269,"",,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Quicksilver Dagger","Quicksilver Dagger","Dominaria Remastered",DMR,195,English,normal,Uncommon,475385,6909367,0.04,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{U}{R},Enchantment — Aura,"Enchant creature; Enchanted creature has ""{T}: This creature deals 1 damage to target player or planeswalker. You draw a card.""",RU,5C77BF76-BB0F-4E44-BABE-0E7B7B555E1F,normal,,107879,"599069",688758,138D2D9D-D5AB-400F-A714-CD38212A0DAE,,,,,3,RU,8823,"Enchant",14655,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Peregrine Drake (Retro Frame)","Peregrine Drake","Dominaria Remastered",DMR,292,English,normal,Common,459373,6822256,0.1,2024-01-15T15:25:10-09:00,false,"",false,"boosterfun",masters,,{4}{U},Creature — Drake,"Flying; When Peregrine Drake enters the battlefield, untap up to five lands.",U,0BD67481-6BD9-48D6-92BD-8933B5EA1EAE,normal,,107269,"601361",,86EB4952-593B-4CDF-97B8-D3CDBE424BA6,,,2,3,5,U,782,"Flying",1054,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,banned,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Storm Entity","Storm Entity","Dominaria Remastered",DMR,142,English,normal,Uncommon,457204,6796206,0.02,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{R},Creature — Elemental,"Haste; Storm Entity enters the battlefield with a +1/+1 counter on it for each other spell cast this turn.",R,6C3B9136-5E4B-4BB5-BEF5-17887D7211DD,normal,,107773,"599016",688524,701F0A77-28DF-4F58-8577-1923BB9A2F58,,,1,1,2,R,18270,"Haste",10348,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,restricted,legal,not_legal,not_legal,legal,2024-01-15T23:35:28-09:00
1,"Goblin Matron (Retro Frame)","Goblin Matron","Dominaria Remastered",DMR,323,English,normal,Common,465882,6860196,0.12,2024-01-15T15:25:10-09:00,false,"",false,"boosterfun",masters,,{2}{R},Creature — Goblin,"When Goblin Matron enters the battlefield, you may search your library for a Goblin card, reveal that card, put it into your hand, then shuffle.",R,145737A7-C597-4DEC-B752-207C2D0501E3,normal,,107331,"601392",,60EC4B08-6DF1-4E92-8B7C-1450A4D033BF,,,1,1,3,R,1404,"",835,,true,false,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
1,"Empty the Warrens (Retro Frame)","Empty the Warrens","Dominaria Remastered",DMR,318,English,normal,Common,457257,6799704,0.08,2024-01-15T15:25:10-09:00,false,"",false,"boosterfun",masters,,{3}{R},Sorcery,"Create two 1/1 red Goblin creature tokens.; Storm (When you cast this spell, copy it for each spell cast before it this turn.)",R,3A59C882-8BB8-49BA-862F-125020DD5BEC,normal,,107321,"601387",,FBD81C2E-9C0D-47B2-BA02-6F1DCA1D96DC,,,,,4,R,2261,"Storm",1176,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,banned,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,not_legal,legal,2024-01-15T23:35:28-09:00
1,"Grapeshot","Grapeshot","Dominaria Remastered",DMR,125,English,normal,Common,457203,6796126,0.1,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{R},Sorcery,"Grapeshot deals 1 damage to any target.; Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",R,EBD2D760-5AD8-4027-B124-171822F3EDFE,normal,,107739,"598999",688421,923E1291-3999-4F81-ADE4-073FB982143F,,,,,2,R,819,"Storm",1359,,true,false,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,banned,legal,not_legal,legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,legal,2024-01-15T23:35:28-09:00
4,"Swamp (238)","Swamp","Magic 2013 (M13)",M13,238,English,normal,Land,59722,934706,0.06,2024-01-15T15:25:10-09:00,true,"",false,"",core,,,Basic Land — Swamp,"({T}: Add {B}.)",,56719F6A-1A6C-4C0A-8D21-18F7D7350B68,normal,,45404,"249739",256407,83B16E93-EE53-4C1B-9DEA-6DB7977E9C2F,,,,,0,B,,"",,B,true,false,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
6,"Mountain (262)","Mountain","Throne of Eldraine",ELD,262,English,normal,Land,199531,4214994,0.18,2024-01-15T15:25:10-09:00,true,"",false,"",expansion,,,Basic Land — Mountain,"({T}: Add {R}.)",,A3FB7228-E76B-4E96-A40E-20B5FED75685,normal,70409,78670,"473224",402879,32982ED2-96E4-4CC5-8562-744B06BCA239,,,,,0,R,,"",,R,true,false,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
5,"Island (291)","Island","Commander 2019",C19,291,English,normal,Land,196475,4152213,0.09,2024-01-15T15:25:10-09:00,false,"",false,"",commander,,,Basic Land — Island,"({T}: Add {U}.)",,B2C6AA39-2D2A-459C-A555-FB48BA993373,normal,,77704,"470837",391627,DEBFBF48-BB06-4405-A97B-8249DACDFFA0,,,,,0,U,,"",,U,true,false,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:28-09:00
2,"Goblin Medics","Goblin Medics","Dominaria Remastered",DMR,124,English,normal,Common,462035,6837286,0.04,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{2}{R},Creature — Goblin Shaman,"Whenever Goblin Medics becomes tapped, it deals 1 damage to any target.",R,457BEE4C-2332-440C-9336-36F6A69614F9,normal,,107737,"598998",688724,980D45CB-E9E6-4F09-9275-C3F2C538B57C,,,1,1,3,R,14228,"",15168,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:45-09:00
1,"Grim Lavamancer","Grim Lavamancer","Dominaria Remastered",DMR,126,English,normal,Rare,457145,6791776,0.11,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{R},Creature — Human Wizard,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to any target.",R,37445E06-88A1-4E2E-A432-383736C9B977,normal,,107741,"599000",688424,1AB6FFE8-E1AD-4DB9-98F7-D6038F271866,,,1,1,1,R,11276,"",569,,true,false,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-01-15T23:35:45-09:00
1,"Hermetic Study","Hermetic Study","Dominaria Remastered",DMR,53,English,normal,Common,457978,6813266,0.03,2024-01-15T15:25:10-09:00,true,"",false,"",masters,,{1}{U},Enchantment — Aura,"Enchant creature; Enchanted creature has ""{T}: This creature deals 1 damage to any target.""",U,792D7818-EE5C-4254-B969-7B50F475C629,normal,,107595,"598927",688681,B50762AD-494A-46FA-811F-4E472DE8CEBD,,,,,2,U,12862,"Enchant",9405,,true,false,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-01-15T23:35:45-09:00
