#schema_version: 1
Quantity,Name,Simple Name,Set,Set Code,Card Number,Language,Finish,Rarity,TCGPlayer Product ID,TCGPlayer SKU,TCGPlayer Price Each,TCGPlayer Fetch Date,Booster,Frame Effects,Full Art?,Promo Types,Set Type,Color Indicator,Mana Cost,Type Line,Oracle Text,Colors,Oracle ID,Layout,Arena ID,MTGO ID,Multiverse IDs,cardmarket ID,Scryfall ID,Defense,Loyalty,Power,Toughness,CMC,Color Identity,EDHREC Rank,Keywords,Penny Rank,Produced Mana,Reprint?,Reserved?,Scryfall Set Code,Scryfall URL,Standard Legal?,Future Legal?,Historic Legal?,Timeless Legal?,Gladiator Legal?,Pioneer Legal?,Explorer Legal?,Modern Legal?,Legacy Legal?,Pauper Legal?,Vintage Legal?,Penny Legal?,Commander Legal?,Oathbreaker Legal?,Brawl Legal?,Standard Brawl Legal?,Alchemy Legal?,Pauper Commander Legal?,Duel Legal?,Old School Legal?,Premodern Legal?,PreDH Legal?,Scryfall Fetch Date
1,"Canonized in Blood","Canonized in Blood","The Lost Caverns of Ixalan",LCI,96,English,Normal,Uncommon,526194,7543357,0.02,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1}{B},Enchantment,"At the beginning of your end step, if you descended this turn, put a +1/+1 counter on target creature you control. (You descended if a permanent card was put into your graveyard from anywhere.); {5}{B}{B}, Sacrifice Canonized in Blood: Create a 4/3 white and black Vampire Demon creature token with flying.",B,D491995F-E9B2-4187-852C-8A4C2495EACA,normal,87240,117996,"636800",743988,384B6892-5DFC-4607-B511-CF83544A9357,,,,,2,B,15921,"",,,false,false,lci,https://scryfall.com/card/lci/96/canonized-in-blood?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.444-09:00
1,"Chittering Skitterling","Chittering Skitterling","Phyrexia: All Will Be One",ONE,87,English,Normal,Uncommon,478932,6946910,0.04,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{2}{B},Creature — Phyrexian Rat,"Corrupted — Sacrifice an artifact or creature: Draw a card. Activate only if an opponent has three or more poison counters and only once each turn.",B,864FC52A-E9F4-4254-901E-B949D96B34EB,normal,83787,106389,"602617",693888,E0328D43-AE9B-462A-A1E5-8ED408EEA1A7,,,1,4,3,B,10230,"Corrupted",7116,,false,false,one,https://scryfall.com/card/one/87/chittering-skitterling?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.428-09:00
1,"Contamination","Contamination","Urza's Saga",USG,123,English,Normal,Rare,6825,20306,12.26,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{2}{B},Enchantment,"At the beginning of your upkeep, sacrifice Contamination unless you sacrifice a creature.; If a land is tapped for mana, it produces {B} instead of any other type and amount.",B,4013B4C2-C9ED-4D14-90F0-97214EC1FDED,normal,,11923,"5768",10330,86067DFE-65C3-4C96-BCCD-B3915D6663F9,,,,,3,B,5843,"",,,false,false,usg,https://scryfall.com/card/usg/123/contamination?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-02-06T13:01:19.453-09:00
1,"Dark Ritual","Dark Ritual","Fourth Edition",4ED,129,English,Normal,Common,1712,15843,1.17,2024-02-06T00:30:01.000-09:00,true,"",false,"",core,,{B},Instant,"Add {B}{B}{B}.",B,53F7C868-B03E-4FC2-8DCF-A75BBFA3272B,normal,,,"2096",5847,3477F601-5374-4316-A74E-B5E198AF482B,,,,,1,B,57,"",27,B,true,false,4ed,https://scryfall.com/card/4ed/129/dark-ritual?utm_source=api,not_legal,not_legal,banned,legal,legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,banned,legal,not_legal,not_legal,legal,legal,legal,legal,legal,2024-02-06T13:01:19.461-09:00
1,"Deep Goblin Skulltaker","Deep Goblin Skulltaker","The Lost Caverns of Ixalan",LCI,101,English,Foil,Common,526344,7550707,0.02,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{2}{B},Creature — Goblin Warrior,"Menace; At the beginning of your end step, if you descended this turn, put a +1/+1 counter on Deep Goblin Skulltaker. (You descended if a permanent card was put into your graveyard from anywhere.)",B,B7F56BBB-961A-4641-9446-7292EF188B1D,normal,87245,118006,"636805",743992,0B24BB7C-6B34-48B6-AF94-F312EBDBB759,,,2,2,3,B,17645,"Menace",,,false,false,lci,https://scryfall.com/card/lci/101/deep-goblin-skulltaker?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.489-09:00
1,"Deep-Cavern Bat","Deep-Cavern Bat","The Lost Caverns of Ixalan",LCI,102,English,Foil,Uncommon,524168,7498518,2.47,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1}{B},Creature — Bat,"Flying, lifelink; When Deep-Cavern Bat enters the battlefield, look at target opponent's hand. You may exile a nonland card from it until Deep-Cavern Bat leaves the battlefield.",B,E46F6644-6BF1-47B1-817C-906BD3ECA99F,normal,87246,118008,"636806",740865,69C68C95-B788-43B1-9F22-1B22C5A00B25,,,1,1,2,B,16160,"Flying, Lifelink",31,,false,false,lci,https://scryfall.com/card/lci/102/deep-cavern-bat?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.507-09:00
1,"Defossilize","Defossilize","The Lost Caverns of Ixalan",LCI,103,English,Foil,Uncommon,525233,7520470,0.07,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{4}{B},Sorcery,"Return target creature card from your graveyard to the battlefield. That creature explores, then it explores again. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard. Then repeat this process.)",B,D620DE15-8141-4877-9330-8328A3FA85E1,normal,87490,118010,"636807",743021,3D9ABAEC-AF72-4399-B162-5E62E7487242,,,,,5,B,14214,"Explore",,,false,false,lci,https://scryfall.com/card/lci/103/defossilize?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.479-09:00
1,"Demolition Field","Demolition Field","The Brothers' War",BRO,260,English,Normal,Uncommon,452255,6688983,2.64,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,,Land,"{T}: Add {C}.; {2}, {T}, Sacrifice Demolition Field: Destroy target nonbasic land an opponent controls. That land's controller may search their library for a basic land card, put it onto the battlefield, then shuffle. You may search your library for a basic land card, put it onto the battlefield, then shuffle.",,93953926-A644-49BB-9B5A-4C8F19114C7E,normal,82747,105144,"583839",682627,D9C88546-13C9-4D7E-A618-CB2CCD1DBC0F,,,,,0,,699,"",256,C,false,false,bro,https://scryfall.com/card/bro/260/demolition-field?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.425-09:00
1,"Demonic Tutor","Demonic Tutor","Commander Masters",CMM,150,English,Foil,Mythic,504566,7265326,47.46,2024-02-06T00:30:01.000-09:00,true,"",false,"",masters,,{1}{B},Sorcery,"Search your library for a card, put that card into your hand, then shuffle.",B,82004860-E589-4E38-8D61-8C0210E4EA39,normal,,115399,"622758",722428,A24B4CB6-CEBB-428B-8654-74347A6A8D63,,,,,2,B,39,"",,,true,false,cmm,https://scryfall.com/card/cmm/150/demonic-tutor?utm_source=api,not_legal,not_legal,banned,restricted,banned,not_legal,not_legal,not_legal,banned,not_legal,restricted,not_legal,legal,legal,banned,not_legal,not_legal,not_legal,legal,not_legal,not_legal,legal,2024-02-06T13:01:19.502-09:00
1,"Drivnod, Carnage Dominus (Showcase)","Drivnod, Carnage Dominus","Phyrexia: All Will Be One",ONE,305,English,Normal,Mythic,479344,6955634,4.85,2024-02-06T00:30:01.000-09:00,false,"showcase, legendary, inverted",false,"boosterfun",expansion,,{3}{B}{B},Legendary Creature — Phyrexian Horror,"If a creature dying causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.; {B/P}{B/P}, Exile three creature cards from your graveyard: Put an indestructible counter on Drivnod, Carnage Dominus. ({B/P} can be paid with either {B} or 2 life.)",B,51780F71-BF60-4208-94EA-76FA84790FB6,normal,,106127,"605109",694798,7676CF76-027D-423B-A84C-19179CEE9D08,,,8,3,5,B,1394,"",,,false,false,one,https://scryfall.com/card/one/305/drivnod-carnage-dominus?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.432-09:00
1,"Dross Skullbomb","Dross Skullbomb","Phyrexia: All Will Be One",ONE,225,English,Foil,Common,478977,6948833,0.1,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1},Artifact,"{1}, Sacrifice Dross Skullbomb: Draw a card.; {2}{B}, Sacrifice Dross Skullbomb: Return target creature card from your graveyard to your hand. Draw a card. Activate only as a sorcery.",,0C43E9B4-013A-47EE-9805-F41AFB0A3BDE,normal,83925,106665,"602755",693879,66270DD2-9139-4329-9621-852962836688,,,,,1,B,9335,"",6379,,false,false,one,https://scryfall.com/card/one/225/dross-skullbomb?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.480-09:00
1,"Drown in Ichor","Drown in Ichor","Phyrexia: All Will Be One",ONE,91,English,Foil,Uncommon,479182,6953299,0.8,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1}{B},Sorcery,"Target creature gets -4/-4 until end of turn. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",B,E4912BC3-BEE9-4A2F-A13E-3A99018F8A65,normal,83791,106397,"602621",694173,BF148EF4-0ED7-4FBE-8AB6-01DD3981C8D3,,,,,2,B,2196,"Proliferate",3109,,false,false,one,https://scryfall.com/card/one/91/drown-in-ichor?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.498-09:00
1,"Entomb (Borderless)","Entomb","Dominaria Remastered",DMR,426,English,Normal,Rare,457202,6796096,7.15,2024-02-06T00:30:01.000-09:00,false,"inverted",true,"boosterfun",masters,,{B},Instant,"Search your library for a card, put that card into your graveyard, then shuffle.",B,299FC083-0834-4064-8344-F895AFF68867,normal,,108081,"600977",,BAEDE1C0-5BD0-4A3B-AF3C-32FBB14033E8,,,,,1,B,302,"",,,true,false,dmr,https://scryfall.com/card/dmr/426/entomb?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,banned,not_legal,banned,legal,2024-02-06T13:01:19.417-09:00
1,"Exhume","Exhume","Urza's Saga",USG,134,English,Normal,Common,6864,20345,4.63,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1}{B},Sorcery,"Each player puts a creature card from their graveyard onto the battlefield.",B,FBE61F74-1B3C-4E12-8758-7029872C9FF1,normal,,11897,"5556",10341,A88B23CE-CE19-47DA-B9F2-055A4D6BDC79,,,,,2,B,3449,"",,,false,false,usg,https://scryfall.com/card/usg/134/exhume?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,legal,legal,not_legal,legal,legal,2024-02-06T13:01:19.418-09:00
1,"Feign Death","Feign Death","Adventures in the Forgotten Realms",AFR,103,English,Normal,Common,243205,5059629,0.58,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{B},Instant,"Until end of turn, target creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control with a +1/+1 counter on it.""",B,F718E507-296B-4F22-842B-5FB91322069B,normal,77208,91708,"527390",571201,32AF7061-FCA6-4A06-BE3C-01881E6B96F7,,,,,1,B,1603,"",10205,,false,false,afr,https://scryfall.com/card/afr/103/feign-death?utm_source=api,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.442-09:00
1,"Gix's Command","Gix's Command","The Brothers' War",BRO,97,English,Foil,Rare,451889,6672392,1.14,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{3}{B}{B},Sorcery,"Choose two —; • Put two +1/+1 counters on up to one creature. It gains lifelink until end of turn.; • Destroy each creature with power 2 or less.; • Return up to two creature cards from your graveyard to your hand.; • Each opponent sacrifices a creature with the highest power among creatures they control.",B,9270EB03-4600-40CC-83A5-EA987D5D4978,normal,82581,104812,"583682",682553,9606DE75-C25F-411B-A271-258AC5A60987,,,,,5,B,5341,"",,,false,false,bro,https://scryfall.com/card/bro/97/gixs-command?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.487-09:00
1,"Gix, Yawgmoth Praetor","Gix, Yawgmoth Praetor","The Brothers' War",BRO,95,English,Foil,Mythic,451437,6667681,25.85,2024-02-06T00:30:01.000-09:00,true,"legendary",false,"",expansion,,{1}{B}{B},Legendary Creature — Phyrexian Praetor,"Whenever a creature deals combat damage to one of your opponents, its controller may pay 1 life. If they do, they draw a card.; {4}{B}{B}{B}, Discard X cards: Exile the top X cards of target opponent's library. You may play lands and cast spells from among cards exiled this way without paying their mana costs.",B,928D977E-CFF0-4E0E-83BB-16D73A754F35,normal,82579,104808,"583680",681768,2C76F7E0-37E7-4E87-93A3-A25BA0674645,,,3,3,3,B,2144,"",,,false,false,bro,https://scryfall.com/card/bro/95/gix-yawgmoth-praetor?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.503-09:00
1,"Go for the Throat","Go for the Throat","The Brothers' War",BRO,102,English,Foil,Uncommon,451938,6675702,2.07,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{1}{B},Instant,"Destroy target nonartifact creature.",B,2F092562-9E17-43CD-AEB8-D0567F99363E,normal,82586,104822,"583687",682008,94117B09-D852-4F2E-BE8E-68EE0EE3C3D8,,,,,2,B,374,"",233,,true,false,bro,https://scryfall.com/card/bro/102/go-for-the-throat?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,legal,2024-02-06T13:01:19.505-09:00
1,"Gulping Scraptrap","Gulping Scraptrap","Phyrexia: All Will Be One",ONE,96,English,Foil,Common,479622,6965724,0.09,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{4}{B},Creature — Phyrexian Horror,"When Gulping Scraptrap enters the battlefield or dies, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",B,D9E48750-D930-4095-ABF0-DEC2AC53BE81,normal,83796,106407,"602626",694736,28F48394-C6AA-4453-954A-68195D9BD6EA,,,4,4,5,B,8745,"Proliferate",,,false,false,one,https://scryfall.com/card/one/96/gulping-scraptrap?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.496-09:00
1,"Haunted Crossroads","Haunted Crossroads","Mercadian Masques",MMQ,138,English,Normal,Uncommon,6549,20042,3.67,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,{2}{B},Enchantment,"{B}: Put target creature card from your graveyard on top of your library.",B,E9AAC98A-6FAD-463E-89FA-3AD3A7C7F53A,normal,,13137,"19704",11511,3C065CAE-1ED5-445E-ACE3-E81CF4C773DE,,,,,3,B,7144,"",,,false,false,mmq,https://scryfall.com/card/mmq/138/haunted-crossroads?utm_source=api,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,not_legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-02-06T13:01:19.419-09:00
1,"Hidden Necropolis","Hidden Necropolis","The Lost Caverns of Ixalan",LCI,275,English,Normal,Land,524173,7498913,0.06,2024-02-06T00:30:01.000-09:00,true,"",false,"",expansion,,,Land — Cave,"Hidden Necropolis enters the battlefield tapped.; {T}: Add {B}.; {4}{B}, {T}, Sacrifice Hidden Necropolis: Discover 4. Activate only as a sorcery. (Exile cards from the top of your library until you exile a nonland card with mana value 4 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",,F780EE53-62B0-4C32-B5B7-047651F48E5F,normal,87441,118398,"637000",740887,F67FD04F-05DA-4418-97DE-ABEB7346CC69,,,,,0,B,8396,"Discover",686,B,false,false,lci,https://scryfall.com/card/lci/275/hidden-necropolis?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-02-06T13:01:19.468-09:00
