#schema_version: 1
Quantity,Name,Simple Name,Set,Set Code,Card Number,Language,Finish,Rarity,TCGPlayer Product ID,TCGPlayer SKU,TCGPlayer Price Each,TCGPlayer Fetch Date,Booster,Frame Effects,Full Art?,Promo Types,Set Type,Color Indicator,Mana Cost,Type Line,Oracle Text,Colors,Oracle ID,Layout,Arena ID,MTGO ID,Multiverse IDs,cardmarket ID,Scryfall ID,Defense,Loyalty,Power,Toughness,CMC,Color Identity,EDHREC Rank,Keywords,Penny Rank,Produced Mana,Reprint?,Reserved?,Scryfall Set Code,Scryfall URL,Standard Legal?,Future Legal?,Historic Legal?,Timeless Legal?,Gladiator Legal?,Pioneer Legal?,Explorer Legal?,Modern Legal?,Legacy Legal?,Pauper Legal?,Vintage Legal?,Penny Legal?,Commander Legal?,Oathbreaker Legal?,Brawl Legal?,Standard Brawl Legal?,Alchemy Legal?,Pauper Commander Legal?,Duel Legal?,Old School Legal?,Premodern Legal?,PreDH Legal?,Scryfall Fetch Date
1,"Honest Rutstein","Honest Rutstein","Outlaws of Thunder Junction",OTJ,207,English,Normal,Uncommon,544218,7816060,0.25,2024-05-24T11:03:10.892-08:00,true,"legendary",false,"",expansion,,{1}{B}{G},Legendary Creature — Human Warlock,"When Honest Rutstein enters the battlefield, return target creature card from your graveyard to your hand.; Creature spells you cast cost {1} less to cast.",BG,439BF6D1-BD65-474B-A70C-7FDD446DE4BB,normal,,124325,"",763581,259DDF66-76AF-4857-83C3-C812327A6E23,,,3,2,3,BG,15889,"",,,false,false,otj,https://scryfall.com/card/otj/207/honest-rutstein?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.328-08:00
1,"Mirage Mesa","Mirage Mesa","Outlaws of Thunder Junction",OTJ,262,English,Normal,Common,544641,7836150,0.16,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,,Land — Desert,"Mirage Mesa enters the battlefield tapped. As it enters, choose a color.; {T}: Add one mana of the chosen color.",,E103F422-85C0-43F8-8A2F-8B7863E503FA,normal,,124435,"",764063,C3D2E816-C06D-4C5D-98FE-C350D8CFAB27,,,,,0,,15596,"",,BGRUW,false,false,otj,https://scryfall.com/card/otj/262/mirage-mesa?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.286-08:00
1,"Murder","Murder","Outlaws of Thunder Junction: Breaking News",OTP,16,English,Normal,Uncommon,544874,7846505,0.16,2024-05-24T11:03:10.892-08:00,false,"showcase",false,"boosterfun",masterpiece,,{1}{B}{B},Instant,"Destroy target creature.",B,938B4E2C-88D9-4637-BC00-E228920C9A78,normal,,123595,"",764155,6C776CA4-4950-4A27-8CE2-FBE534579D62,,,,,3,B,968,"",1972,,true,false,otp,https://scryfall.com/card/otp/16/murder?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.333-08:00
1,"Nurturing Pixie","Nurturing Pixie","Outlaws of Thunder Junction",OTJ,20,English,Normal,Uncommon,544696,7840272,0.19,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{W},Creature — Faerie Rogue,"Flying; When Nurturing Pixie enters the battlefield, return up to one target non-Faerie, nonland permanent you control to its owner's hand. If a permanent was returned this way, put a +1/+1 counter on Nurturing Pixie.",W,8ECD3743-7C32-41CE-9AC1-C8C855A47302,normal,,123951,"",763987,0FE155F6-888B-41A0-A9A0-BE7BEA998718,,,1,1,1,W,25621,"Flying",,,false,false,otj,https://scryfall.com/card/otj/20/nurturing-pixie?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.288-08:00
1,"Oasis Gardener","Oasis Gardener","Outlaws of Thunder Junction",OTJ,246,English,Normal,Common,544508,7833654,0.13,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{3},Artifact Creature — Scarecrow,"When Oasis Gardener enters the battlefield, you gain 2 life.; {T}: Add one mana of any color.",,210A130C-D5D3-43BF-8A80-D796C37242E8,normal,,124403,"",764097,EE0DC663-4BFB-46D4-AF79-D0143C799487,,,2,2,3,,23994,"",,BGRUW,false,false,otj,https://scryfall.com/card/otj/246/oasis-gardener?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.311-08:00
1,"Outlaw Medic","Outlaw Medic","Outlaws of Thunder Junction",OTJ,23,English,Normal,Common,544627,7835060,0.11,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{1}{W},Creature — Human Rogue,"Lifelink; When Outlaw Medic dies, draw a card.",W,637BE5F7-AB39-4E3A-A5EB-C6E48FCA00A9,normal,,123957,"",763990,2FEAA51E-47FB-4849-B420-EE7278F3489A,,,1,3,2,W,25896,"Lifelink",,,false,false,otj,https://scryfall.com/card/otj/23/outlaw-medic?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.322-08:00
3,"Plains","Plains","Battlebond",BBD,250,English,Normal,Land,167973,3751559,0.76,2024-05-24T11:03:10.892-08:00,true,"",false,"",draft_innovation,,,Basic Land — Plains,"({T}: Add {W}.)",,BC71EBF6-2056-41F7-BE35-B2E5C34AFA99,normal,,,"446218",359062,B9DBDEF6-E141-45BC-9209-5C17A8AD135B,,,,,0,W,,"",,W,true,false,bbd,https://scryfall.com/card/bbd/250/plains?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,2024-06-02T23:36:42.339-08:00
1,"Reach for the Sky","Reach for the Sky","Outlaws of Thunder Junction",OTJ,178,English,Normal,Common,544482,7832284,0.18,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{3}{G},Enchantment — Aura,"Flash; Enchant creature; Enchanted creature gets +3/+2 and has reach.; When Reach for the Sky is put into a graveyard from the battlefield, draw a card.",G,68930FB6-D833-40CF-8917-1A1BF60EDBE3,normal,,124267,"",764095,EB871985-A11B-4DFE-B0E3-898888C86277,,,,,4,G,25542,"Enchant, Flash",,,false,false,otj,https://scryfall.com/card/otj/178/reach-for-the-sky?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.303-08:00
1,"Reanimate","Reanimate","Outlaws of Thunder Junction: Breaking News",OTP,18,English,Normal,Rare,544888,7847400,4.97,2024-05-24T11:03:10.892-08:00,false,"showcase",false,"boosterfun",masterpiece,,{B},Sorcery,"Put target creature card from a graveyard onto the battlefield under your control. You lose life equal to its mana value.",B,A044474A-CD72-4E9D-BD8D-A08F2DE9CDC0,normal,,123599,"",764157,609C34F9-9F53-4773-A02B-517209024FC2,,,,,1,B,110,"",81,,true,false,otp,https://scryfall.com/card/otp/18/reanimate?utm_source=api,not_legal,not_legal,banned,legal,legal,not_legal,not_legal,not_legal,legal,not_legal,legal,not_legal,legal,legal,legal,not_legal,not_legal,not_legal,legal,not_legal,legal,legal,2024-06-02T23:36:42.331-08:00
1,"Rooftop Assassin","Rooftop Assassin","Outlaws of Thunder Junction",OTJ,103,English,Normal,Common,544481,7832204,0.15,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{3}{B},Creature — Vampire Assassin,"Flash; Flying, lifelink; When Rooftop Assassin enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",B,F3BAEF8C-F8D7-4CB2-B5CC-B889A991E4E8,normal,,124117,"",764091,E4E4311A-8583-4CF0-8126-508DBFBCDDB6,,,2,2,4,B,24116,"Flying, Lifelink, Flash",,,false,false,otj,https://scryfall.com/card/otj/103/rooftop-assassin?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.295-08:00
1,"Ruthless Lawbringer","Ruthless Lawbringer","Outlaws of Thunder Junction",OTJ,229,English,Normal,Uncommon,544212,7815655,0.2,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{1}{W}{B},Creature — Vampire Assassin,"When Ruthless Lawbringer enters the battlefield, you may sacrifice another creature. When you do, destroy target nonland permanent.",BW,82B6A283-9897-4CE1-8DE3-E7579CC9B75B,normal,,124369,"",763595,927B5498-23F1-47C0-B441-7DAAEB54F9B8,,,3,2,3,BW,18685,"",,,false,false,otj,https://scryfall.com/card/otj/229/ruthless-lawbringer?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.327-08:00
1,"Sandstorm Salvager","Sandstorm Salvager","Outlaws of Thunder Junction: The Big Score",BIG,19,English,Normal,Mythic,545133,7853337,3.94,2024-05-24T11:03:10.892-08:00,false,"",false,"boosterfun",expansion,,{2}{G},Creature — Human Artificer,"When Sandstorm Salvager enters the battlefield, create a 3/3 colorless Golem artifact creature token.; {2}, {T}: Put a +1/+1 counter on each creature token you control. They gain trample until end of turn.",G,EC19A9BC-6FC1-4150-976B-37A47B165016,normal,,125399,"",,13B0F27C-A359-4702-833A-82FEC161EEEC,,,1,1,3,G,23068,"",,,false,false,big,https://scryfall.com/card/big/19/sandstorm-salvager?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.290-08:00
1,"Sheriff of Safe Passage","Sheriff of Safe Passage","Outlaws of Thunder Junction",OTJ,29,English,Normal,Uncommon,544453,7829964,0.17,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{2}{W},Creature — Human Knight,"Sheriff of Safe Passage enters the battlefield with a +1/+1 counter on it plus an additional +1/+1 counter on it for each other creature you control.; Plot {1}{W} (You may pay {1}{W} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",W,EC16008F-18D6-4461-B99C-0A504F211618,normal,,123969,"",764245,C38A845D-F25D-45AB-9154-3FA5291B0BA0,,,0,0,3,W,24827,"Plot",,,false,false,otj,https://scryfall.com/card/otj/29/sheriff-of-safe-passage?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,restricted,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.324-08:00
1,"Spinewoods Paladin","Spinewoods Paladin","Outlaws of Thunder Junction",OTJ,183,English,Normal,Common,544690,7839822,0.15,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{4}{G},Creature — Human Knight,"Trample; When Spinewoods Paladin enters the battlefield, you gain 3 life.; Plot {3}{G} (You may pay {3}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)",G,D2AA9649-8394-48CA-BEE6-A044E5A86B38,normal,,124277,"",764044,1B2B432D-9E73-4AB2-A098-546D406DF6C0,,,5,4,5,G,25866,"Plot, Trample",,,false,false,otj,https://scryfall.com/card/otj/183/spinewoods-paladin?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.308-08:00
5,"Swamp","Swamp","Battlebond",BBD,252,English,Normal,Land,167975,3751579,0.83,2024-05-24T11:03:10.892-08:00,true,"",false,"",draft_innovation,,,Basic Land — Swamp,"({T}: Add {B}.)",,56719F6A-1A6C-4C0A-8D21-18F7D7350B68,normal,,,"446220",359064,296D546A-7481-4CB9-9170-59402592507B,,,,,0,B,,"",,B,true,false,bbd,https://scryfall.com/card/bbd/252/swamp?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,2024-06-02T23:36:42.340-08:00
1,"Take Up the Shield","Take Up the Shield","Outlaws of Thunder Junction",OTJ,34,English,Normal,Common,544688,7839662,0.13,2024-05-24T11:03:10.892-08:00,true,"",false,"",expansion,,{1}{W},Instant,"Put a +1/+1 counter on target creature. It gains lifelink and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",W,E8D0EAFE-540A-4B2E-A989-E98FF3C31105,normal,,123979,"",763995,76A31968-BA6D-4C01-838F-4CB8C64E73FB,,,,,2,W,5184,"",10426,,true,false,otj,https://scryfall.com/card/otj/34/take-up-the-shield?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.284-08:00
1,"The Gitrog, Ravenous Ride","The Gitrog, Ravenous Ride","Outlaws of Thunder Junction",OTJ,206,English,Normal,Mythic,544275,7819887,5.37,2024-05-24T11:03:10.892-08:00,true,"legendary",false,"",expansion,,{3}{B}{G},Legendary Creature — Frog Horror Mount,"Trample, haste; Whenever The Gitrog, Ravenous Ride deals combat damage to a player, you may sacrifice a creature that saddled it this turn. If you do, draw X cards, then put up to X land cards from your hand onto the battlefield tapped, where X is the sacrificed creature's power.; Saddle 1",BG,7739311A-682B-48A6-8DB2-C07F44141751,normal,,124323,"",763579,82512813-8618-483B-A7F0-E6A611D9D487,,,6,5,5,BG,15607,"Saddle, Haste, Trample",,,false,false,otj,https://scryfall.com/card/otj/206/the-gitrog-ravenous-ride?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.301-08:00
1,"Thornado","Thornado","Outlaws of Thunder Junction: Breaking News",OTP,33,English,Normal,Uncommon,544878,7846675,0.13,2024-05-24T11:03:10.892-08:00,false,"showcase",false,"boosterfun",masterpiece,,{2}{G},Instant,"Destroy target creature with flying.; Cycling {1}{G} ({1}{G}, Discard this card: Draw a card.)",G,7476A14A-611E-4F81-B603-FD600E88568F,normal,,123629,"",764170,8EB4B155-DDDE-465D-BD2E-3B7EB32BC052,,,,,3,G,20093,"Cycling",,,true,false,otp,https://scryfall.com/card/otp/33/thornado?utm_source=api,not_legal,not_legal,legal,legal,legal,not_legal,not_legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,not_legal,legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.335-08:00
1,"Unfortunate Accident","Unfortunate Accident","Outlaws of Thunder Junction",OTJ,111,English,Normal,Uncommon,544210,7815495,0.15,2024-05-24T11:03:10.892-08:00,true,"spree",false,"",expansion,,{B},Instant,"Spree (Choose one or more additional costs.); + {2}{B} — Destroy target creature.; + {1} — Create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",B,011558F3-3C23-430E-A08B-8F91238E7971,normal,,124133,"",763565,0C5A25D9-926E-4004-8830-2B2BF7BC0775,,,,,1,B,24043,"Spree",,,false,false,otj,https://scryfall.com/card/otj/111/unfortunate-accident?utm_source=api,legal,legal,legal,legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,legal,legal,legal,legal,legal,not_legal,legal,not_legal,not_legal,not_legal,2024-06-02T23:36:42.297-08:00
